,0,1
0,120,182
1,120,182
2,120,182
3,120,182
4,120,182
5,120,182
6,120,182
7,120,182
8,120,182
9,120,182
10,120,182
11,120,182
12,120,182
13,120,182
14,120,182
15,120,182
16,120,182
17,120,182
18,120,182
19,120,182
20,120,182
21,120,182
22,120,182
23,120,182
24,120,182
25,120,182
26,120,182
27,120,182
28,120,182
29,120,182
30,120,182
31,120,182
32,120,182
33,120,182
34,120,182
35,120,182
36,120,182
37,120,182
38,120,182
39,120,182
40,120,182
41,120,182
42,120,182
43,120,182
44,120,182
45,121,183
46,121,183
47,121,182
48,121,183
49,121,183
50,121,183
51,121,182
52,121,182
53,121,182
54,121,182
55,121,182
56,121,182
57,121,182
58,121,182
59,121,182
60,122,182
61,122,182
62,122,182
63,122,183
64,123,183
65,123,183
66,123,182
67,123,182
68,123,182
69,123,182
70,123,182
71,124,182
72,124,182
73,125,183
74,125,182
75,125,182
76,125,182
77,125,182
78,127,183
79,127,183
80,127,183
81,127,183
82,127,183
83,128,183
84,129,183
85,129,183
86,129,183
87,129,183
88,130,183
89,130,183
90,131,183
91,132,183
92,132,183
93,132,183
94,133,183
95,133,183
96,134,183
97,134,183
98,135,183
99,135,183
100,136,183
101,137,183
102,137,183
103,137,183
104,137,183
105,139,183
106,139,183
107,140,183
108,140,183
109,141,183
110,143,183
111,143,183
112,143,183
113,143,183
114,144,183
115,144,183
116,146,183
117,147,183
118,147,183
119,147,183
120,148,183
121,148,183
122,151,183
123,151,183
124,151,183
125,152,183
126,154,183
127,155,183
128,155,183
129,158,183
130,158,183
131,159,183
132,159,184
133,161,183
134,163,184
135,163,183
136,166,184
137,167,184
138,167,184
139,167,183
140,167,184
141,170,184
142,171,184
143,171,184
144,172,184
145,175,184
146,176,184
147,176,184
148,177,184
149,177,184
150,180,184
151,181,184
152,181,184
153,184,184
154,184,184
155,185,184
156,185,184
157,186,184
158,189,185
159,189,184
160,189,184
161,193,185
162,193,185
163,193,185
164,194,185
165,195,185
166,195,185
167,197,185
168,197,185
169,198,185
170,199,185
171,201,185
172,201,185
173,203,185
174,203,185
175,206,185
176,207,185
177,207,185
178,207,185
179,210,185
180,211,185
181,211,185
182,215,185
183,215,185
184,215,185
185,216,185
186,219,185
187,219,185
188,220,185
189,221,185
190,221,185
191,223,185
192,224,185
193,225,185
194,225,185
195,229,185
196,229,185
197,229,185
198,230,186
199,233,186
200,233,186
201,234,186
202,234,186
203,235,186
204,238,186
205,238,186
206,239,186
207,239,186
208,239,186
209,240,186
210,242,186
211,243,186
212,243,186
213,243,186
214,244,186
215,247,186
216,248,186
217,248,186
218,249,186
219,249,186
220,251,187
221,253,187
222,255,187
223,256,187
224,257,187
225,257,187
226,257,187
227,260,187
228,261,187
229,261,187
230,265,187
231,265,187
232,266,187
233,266,187
234,269,187
235,269,187
236,270,187
237,270,187
238,273,187
239,274,187
240,274,187
241,275,187
242,275,187
243,277,187
